Modelo,CVE ID,Spanish Description,English Description,AccessVector,Attack Complexity,Confidentiality Impact,Integrity Impact,Availability Impact,Base Score,Base Severity,Exploitability Score,Impact Score
Lenovo ThinkPad T495,CVE-2020-8335,"El mecanismo de detección de alteraciones del BIOS no fue activado en Lenovo ThinkPad A285, versiones de BIOS hasta r0xuj70w;&#xa0;A485, versiones de BIOS hasta r0wuj65w;&#xa0;T495 versiones de BIOS hasta r12uj55w;&#xa0;T495s/X395 versiones de BIOS hasta r13uj47w, mientras es presionado el botón de reinicio de emergencia que puede permitir un acceso no autorizado","The BIOS tamper detection mechanism was not triggered in Lenovo ThinkPad A285, BIOS versions up to r0xuj70w; A485, BIOS versions up to r0wuj65w; T495 BIOS versions up to r12uj55w; T495s/X395, BIOS versions up to r13uj47w, while the emergency-reset button is pressed which may allow for unauthorized access.",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Lenovo ThinkPad X395,CVE-2020-8334,"El mecanismo de detección de manipulación del BIOS no se activó en Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275, lo que puede permitir un acceso no autorizado","The BIOS tamper detection mechanism was not triggered in Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275 which may allow for unauthorized access.",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Lenovo ThinkPad T495,CVE-2020-8334,"El mecanismo de detección de manipulación del BIOS no se activó en Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275, lo que puede permitir un acceso no autorizado","The BIOS tamper detection mechanism was not triggered in Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275 which may allow for unauthorized access.",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Lenovo ThinkPad T495,CVE-2020-8335,"El mecanismo de detección de alteraciones del BIOS no fue activado en Lenovo ThinkPad A285, versiones de BIOS hasta r0xuj70w;&#xa0;A485, versiones de BIOS hasta r0wuj65w;&#xa0;T495 versiones de BIOS hasta r12uj55w;&#xa0;T495s/X395 versiones de BIOS hasta r13uj47w, mientras es presionado el botón de reinicio de emergencia que puede permitir un acceso no autorizado","The BIOS tamper detection mechanism was not triggered in Lenovo ThinkPad A285, BIOS versions up to r0xuj70w; A485, BIOS versions up to r0wuj65w; T495 BIOS versions up to r12uj55w; T495s/X395, BIOS versions up to r13uj47w, while the emergency-reset button is pressed which may allow for unauthorized access.",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Lenovo ThinkPad A485,CVE-2020-8334,"El mecanismo de detección de manipulación del BIOS no se activó en Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275, lo que puede permitir un acceso no autorizado","The BIOS tamper detection mechanism was not triggered in Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275 which may allow for unauthorized access.",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Lenovo ThinkPad A485,CVE-2020-8335,"El mecanismo de detección de alteraciones del BIOS no fue activado en Lenovo ThinkPad A285, versiones de BIOS hasta r0xuj70w;&#xa0;A485, versiones de BIOS hasta r0wuj65w;&#xa0;T495 versiones de BIOS hasta r12uj55w;&#xa0;T495s/X395 versiones de BIOS hasta r13uj47w, mientras es presionado el botón de reinicio de emergencia que puede permitir un acceso no autorizado","The BIOS tamper detection mechanism was not triggered in Lenovo ThinkPad A285, BIOS versions up to r0xuj70w; A485, BIOS versions up to r0wuj65w; T495 BIOS versions up to r12uj55w; T495s/X395, BIOS versions up to r13uj47w, while the emergency-reset button is pressed which may allow for unauthorized access.",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Lenovo ThinkPad A285,CVE-2020-8334,"El mecanismo de detección de manipulación del BIOS no se activó en Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275, lo que puede permitir un acceso no autorizado","The BIOS tamper detection mechanism was not triggered in Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275 which may allow for unauthorized access.",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Lenovo ThinkPad A285,CVE-2020-8335,"El mecanismo de detección de alteraciones del BIOS no fue activado en Lenovo ThinkPad A285, versiones de BIOS hasta r0xuj70w;&#xa0;A485, versiones de BIOS hasta r0wuj65w;&#xa0;T495 versiones de BIOS hasta r12uj55w;&#xa0;T495s/X395 versiones de BIOS hasta r13uj47w, mientras es presionado el botón de reinicio de emergencia que puede permitir un acceso no autorizado","The BIOS tamper detection mechanism was not triggered in Lenovo ThinkPad A285, BIOS versions up to r0xuj70w; A485, BIOS versions up to r0wuj65w; T495 BIOS versions up to r12uj55w; T495s/X395, BIOS versions up to r13uj47w, while the emergency-reset button is pressed which may allow for unauthorized access.",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Lenovo ThinkPad A475,CVE-2020-8334,"El mecanismo de detección de manipulación del BIOS no se activó en Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275, lo que puede permitir un acceso no autorizado","The BIOS tamper detection mechanism was not triggered in Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275 which may allow for unauthorized access.",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Lenovo ThinkPad A275,CVE-2020-8334,"El mecanismo de detección de manipulación del BIOS no se activó en Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275, lo que puede permitir un acceso no autorizado","The BIOS tamper detection mechanism was not triggered in Lenovo ThinkPad T495s, X395, T495, A485, A285, A475, A275 which may allow for unauthorized access.",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Thinkpad X1 Fold Gen 1,CVE-2022-1108,Una potencial vulnerabilidad debida a una comprobación inapropiada del buffer en el manejador SMI LenovoFlashDeviceInterface en el Thinkpad X1 Fold Gen 1 podría ser explotada por un atacante con acceso local y altos privilegios para ejecutar código arbitrario,A potential vulnerability due to improper buffer validation in the SMI handler LenovoFlashDeviceInterface in Thinkpad X1 Fold Gen 1 could be exploited by an attacker with local access and elevated privileges to execute arbitrary code.,LOCAL,LOW,HIGH,HIGH,HIGH,6.7,MEDIUM,NULL,NULL
Thinkpad X1 Fold Gen 1,CVE-2022-4573,Una vulnerabilidad de validación de entrada del controlador SMI en ThinkPad X1 Fold Gen 1 podría permitir que un atacante con acceso local y privilegios elevados ejecute código arbitrario.,"
An SMI handler input validation vulnerability in the ThinkPad X1 Fold Gen 1 could allow an attacker with local access and elevated privileges to execute arbitrary code.

",LOCAL,LOW,HIGH,HIGH,HIGH,6.7,MEDIUM,NULL,NULL
ASUS VivoMini,CVE-2022-21933,"El dispositivo ASUS VivoMini/Mini PC presenta una vulnerabilidad de comprobación de entrada inapropiada. Un atacante local con privilegios de sistema puede usar la interrupción de administración del sistema (SMI) para modificar la memoria, resultando en una ejecución de código arbitrario para controlar el sistema o interrumpir el servicio","ASUS VivoMini/Mini PC device has an improper input validation vulnerability. A local attacker with system privilege can use system management interrupt (SMI) to modify memory, resulting in arbitrary code execution for controlling the system or disrupting service.",LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,NULL,NULL
ASUS ROG Zephyrus M GM501GS,CVE-2019-18216,"** EN DISPUTA ** El diseño de la configuración del BIOS en los ordenadores portátiles ASUS ROG Zephyrus M GM501GS con BIOS versión 313 se basa en la batería principal en lugar de usar una batería CMOS, lo que reduce el valor de un mecanismo de protección en el que se prohíbe el arranque desde un dispositivo USB. Los atacantes con acceso físico a la computadora portátil pueden agotar la batería principal para restablecer la configuración del BIOS, y luego lograr acceso directo al disco duro iniciando un sistema operativo USB en vivo sin desensamblar el ordenador portátil. NOTA: el proveedor ha indicado aparentemente que esto es ""normal"" y que el uso de la misma batería para el BIOS y el sistema en general es un ""new design"". Sin embargo, el proveedor planea aparentemente ""improve"" esto un tiempo posterior no especificado.","The BIOS configuration design on ASUS ROG Zephyrus M GM501GS laptops with BIOS 313 relies on the main battery instead of using a CMOS battery, which reduces the value of a protection mechanism in which booting from a USB device is prohibited. Attackers who have physical laptop access can exhaust the main battery to reset the BIOS configuration, and then achieve direct access to the hard drive by booting a live USB OS without disassembling the laptop. NOTE: the vendor has apparently indicated that this is ""normal"" and use of the same battery for the BIOS and the overall system is a ""new design."" However, the vendor apparently plans to ""improve"" this an unspecified later time",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Dell XPS 13 9370,CVE-2020-5387,"BIOS Dell XPS 13 9370 versiones anteriores a 1.13.1, contienen una vulnerabilidad de Manejo de Excepciones Inapropiadas.&#xa0;Un atacante local con acceso físico podría explotar esta vulnerabilidad para impedir que el sistema se inicie hasta que el dispositivo de arranque explotado sea removido",Dell XPS 13 9370 BIOS versions prior to 1.13.1 contains an Improper Exception Handling vulnerability. A local attacker with physical access could exploit this vulnerability to prevent the system from booting until the exploited boot device is removed.,LOCAL,LOW,NONE,NONE,HIGH,4.4,MEDIUM,NULL,NULL
Dell XPS 13 2-in-1,CVE-2019-18579,"La configuración de las versiones anteriores a 1.1.3 del Dell XPS 13 2-in-1 (7390) BIOS, contiene una vulnerabilidad de configuración. La configuración del BIOS para la configuración ""Enable Thunderbolt (and PCIe behind TBT) pre-boot modules"" está habilitada por defecto. Un atacante local no autenticado con acceso físico al sistema de un usuario puede obtener acceso de lectura o escritura a la memoria principal por medio de un ataque de tipo DMA durante el arranque de la plataforma.","Settings for the Dell XPS 13 2-in-1 (7390) BIOS versions prior to 1.1.3 contain a configuration vulnerability. The BIOS configuration for the ""Enable Thunderbolt (and PCIe behind TBT) pre-boot modules"" setting is enabled by default. A local unauthenticated attacker with physical access to a user's system can obtain read or write access to main memory via a DMA attack during platform boot.",PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Dell Latitude Z600,CVE-2013-3582,"Desbordamiento de búfer en Dell BIOS en dispositivos Dell Latitude D###, E####, XT2, y dispositivos Z600, y Dell Precision M####, permite a usuarios locales saltarse los requisitos de firma de BIOS e instalar imágenes de BIOS arbitrarias mediante el aprovechamiento de los privilegios administrativos y proporcionar un valor manipulado rbu_packet.pktNum en conjunto con un valor rbu_packet.pktSize manipulado.","Buffer overflow in Dell BIOS on Dell Latitude D###, E####, XT2, and Z600 devices, and Dell Precision M#### devices, allows local users to bypass intended BIOS signing requirements and install arbitrary BIOS images by leveraging administrative privileges and providing a crafted rbu_packet.pktNum value in conjunction with a crafted rbu_packet.pktSize value.",NETWORK,HIGH,COMPLETE,COMPLETE,COMPLETE,7.6,HIGH,NULL,NULL
Dell Precision 7920,CVE-2021-21554,"Dell PowerEdge R640, R740, R740XD, R840, R940, R940xa, MX740c, MX840c, y, Dell Precision 7920 Rack Workstation BIOS, contienen una vulnerabilidad de desbordamiento del búfer en la región stack de la memoria en los sistemas con Intel Optane DC Persistent Memory instalado. Un usuario local malicioso con privilegios elevados puede explotar potencialmente esta vulnerabilidad, conllevando a una denegación de servicio, una ejecución de código arbitrario o una divulgación de información en UEFI o BIOS Preboot Environment","Dell PowerEdge R640, R740, R740XD, R840, R940, R940xa, MX740c, MX840c, and, Dell Precision 7920 Rack Workstation BIOS contain a stack-based buffer overflow vulnerability in systems with Intel Optane DC Persistent Memory installed. A local malicious user with high privileges may potentially exploit this vulnerability, leading to a denial of Service, arbitrary code execution, or information disclosure in UEFI or BIOS Preboot Environment.",LOCAL,LOW,HIGH,HIGH,HIGH,6.7,MEDIUM,NULL,NULL
Dell Precision 7920,CVE-2022-22558,La BIOS del servidor Dell PowerEdge y la BIOS de la estación de trabajo Dell Precision 7910 y 7920 para rack contienen una vulnerabilidad de verificación del búfer de comunicación SMM inadecuada. Un atacante local con altos privilegios podría explotar potencialmente esta vulnerabilidad que conduce a escrituras arbitrarias o a la denegación de servicio,Dell PowerEdge Server BIOS and Dell Precision Workstation 7910 and 7920 Rack BIOS contain an Improper SMM communication buffer verification vulnerability. A Local High Privileged attacker could potentially exploit this vulnerability leading to arbitrary writes or denial of service.,LOCAL,LOW,NONE,HIGH,HIGH,6.0,MEDIUM,NULL,NULL
Dell Precision 7910,CVE-2022-22558,La BIOS del servidor Dell PowerEdge y la BIOS de la estación de trabajo Dell Precision 7910 y 7920 para rack contienen una vulnerabilidad de verificación del búfer de comunicación SMM inadecuada. Un atacante local con altos privilegios podría explotar potencialmente esta vulnerabilidad que conduce a escrituras arbitrarias o a la denegación de servicio,Dell PowerEdge Server BIOS and Dell Precision Workstation 7910 and 7920 Rack BIOS contain an Improper SMM communication buffer verification vulnerability. A Local High Privileged attacker could potentially exploit this vulnerability leading to arbitrary writes or denial of service.,LOCAL,LOW,NONE,HIGH,HIGH,6.0,MEDIUM,NULL,NULL
Dell Inspiron 5675,CVE-2020-26186,"Dell Inspiron 5675 BIOS versiones anteriores a 1.4.1, contienen una vulnerabilidad de sobrescritura de UEFI BIOS RuntimeServices.&#xa0;Un atacante local con acceso a una memoria del sistema puede explotar esta vulnerabilidad al sobrescribir la estructura de RuntimeServices para ejecutar código arbitrario en System Management Mode (SMM)",Dell Inspiron 5675 BIOS versions prior to 1.4.1 contain a UEFI BIOS RuntimeServices overwrite vulnerability. A local attacker with access to system memory may exploit this vulnerability by overwriting the RuntimeServices structure to execute arbitrary code in System Management Mode (SMM).,PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,NULL,NULL
Dell Optiplex,CVE-2015-2890,"Vulnerabilidad en la implementación de la BIOS en dispositivos Dell Latitude, OptiPlex, Precisision Mobile Workstation y Precision Workstation Client Solutions (CS) con modelo dependiente del firmware anterior a A21, no impone un mecanismo de protección de bloqueo BIOS_CNTL al ser despertado de la suspensión, lo que permite a usuarios locales conducir ataques de flash EFI mediante el aprovechamiento de acceso a la consola, un problema similar a CVE-2015-3692.","The BIOS implementation on Dell Latitude, OptiPlex, Precision Mobile Workstation, and Precision Workstation Client Solutions (CS) devices with model-dependent firmware before A21 does not enforce a BIOS_CNTL locking protection mechanism upon being woken from sleep, which allows local users to conduct EFI flash attacks by leveraging console access, a similar issue to CVE-2015-3692.",LOCAL,LOW,NONE,HIGH,HIGH,6.0,MEDIUM,NULL,NULL
Dell Latitude 2110,CVE-2010-0834,"El paquete base-files anterior a v5.0.0ubuntu7.1 en Ubuntu v9.10 y anterior a v5.0.0ubuntu20.10.04.2 en Ubuntu v10.04 LTS, como los incluidos en portátiles Dell Latitude 2110, no necesitan autenticación para la instalación de paquetes, lo que permite a atacantes con servidores de archivos remotos y ""man-in-the-middle"" (intermediario)  ejecutar código de su elección a través de paquetes manipulados.","The base-files package before 5.0.0ubuntu7.1 on Ubuntu 9.10 and before 5.0.0ubuntu20.10.04.2 on Ubuntu 10.04 LTS, as shipped on Dell Latitude 2110 netbooks, does not require authentication for package installation, which allows remote archive servers and man-in-the-middle attackers to execute arbitrary code via a crafted package.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
