idCWE;nombre_en;descripcion_en;nombre;descripcion
375;Returning a Mutable Object to an Untrusted Caller;Sending non-cloned mutable data as a return value may result in that data being altered or deleted by the calling function.;Devolver un objeto mutable a una persona que llama no confiable;El envío de datos mutables no clonados como valor de retorno puede dar como resultado que la función de llamada altere o elimine los datos.
377;Insecure Temporary File;Creating and using insecure temporary files can leave application and system data vulnerable to attack.;Archivo temporal inseguro;La creación y el uso de archivos temporales inseguros puede dejar los datos de la aplicación y el sistema vulnerables al ataque.
378;Creation of Temporary File With Insecure Permissions;Opening temporary files without appropriate measures or controls can leave the file, its contents and any function that it impacts vulnerable to attack.;Creación de archivo temporal con permisos inseguros;Abrir archivos temporales sin medidas o controles apropiados puede abandonar el archivo, su contenido y cualquier función que afecte vulnerable al ataque.
379;Creation of Temporary File in Directory with Insecure Permissions;The product creates a temporary file in a directory whose permissions allow unintended actors to determine the file's existence or otherwise access that file.;Creación de archivo temporal en el directorio con permisos inseguros;El producto crea un archivo temporal en un directorio cuyos permisos permiten a los actores involuntarios determinar la existencia del archivo o acceder a ese archivo.
382;J2EE Bad Practices: Use of System.exit();A J2EE application uses System.exit(), which also shuts down its container.;J2EE malas prácticas: uso de System.exit ();Una aplicación J2EE usa System.exit (), que también apaga su contenedor.
383;J2EE Bad Practices: Direct Use of Threads;Thread management in a Web application is forbidden in some circumstances and is always highly error prone.;J2EE Prácticas malas: uso directo de hilos;La administración de hilos en una aplicación web está prohibida en algunas circunstancias y siempre es muy propensa a errores.
384;Session Fixation;Authenticating a user, or otherwise establishing a new user session, without invalidating any existing session identifier gives an attacker the opportunity to steal authenticated sessions.;Fijación de sesión;Autenticar a un usuario, o establecer una nueva sesión de usuario, sin invalidar a cualquier identificador de sesión existente le da a un atacante la oportunidad de robar sesiones autenticadas.
385;Covert Timing Channel;Covert timing channels convey information by modulating some aspect of system behavior over time, so that the program receiving the information can observe system behavior and infer protected information.;Canal de sincronización encubierta;Los canales de tiempo encubiertos transmiten información modulando algún aspecto del comportamiento del sistema a lo largo del tiempo, para que el programa que reciba la información pueda observar el comportamiento del sistema e inferir información protegida.
386;Symbolic Name not Mapping to Correct Object;A constant symbolic reference to an object is used, even though the reference can resolve to a different object over time.;Nombre simbólico No mapear para corregir el objeto;Se usa una referencia simbólica constante a un objeto, a pesar de que la referencia puede resolverse a un objeto diferente con el tiempo.
390;Detection of Error Condition Without Action;The product detects a specific error, but takes no actions to handle the error.;Detección de la condición de error sin acción;El producto detecta un error específico, pero no toma acciones para manejar el error.
